iteration,error
1,4.63158
2,3.19808
3,2.24932
4,1.61951
5,1.19689
6,0.90998
7,0.71342
8,0.57794
9,0.48425
10,0.41937
11,0.37447
12,0.34346
13,0.32214
14,0.30758
15,0.29775
16,0.29123
17,0.28701
18,0.2844
19,0.28291
20,0.28218
21,0.28197
