iteration,error
1,18.43202
2,18.43108
3,18.43027
4,18.42959
5,18.429
6,18.4285
7,18.42808
8,18.42773
9,18.42744
10,18.42719
11,18.42699
12,18.42682
13,18.42669
14,18.42658
15,18.4265
16,18.42644
17,18.42639
18,18.42636
19,18.42635
20,18.42634
