iteration,error
1,18.42664
2,18.42663
4,18.42662
6,18.42661
8,18.4266
11,18.42659
13,18.42658
16,18.42657
19,18.42656
23,18.42655
27,18.42654
32,18.42653
39,18.42652
51,18.42651
